,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,all_hospital_beds,icu_suspected_covid_patients,icu_available_beds,Total cases
13092,San Luis Obispo,11/17/2020,10,2,460,0,27,12
13093,Inyo,11/17/2020,0,0,29,0,4,0
13094,Mariposa,11/17/2020,0,0,19,0,0,0
13095,Napa,11/17/2020,5,0,351,0,24,5
13096,Kings,11/17/2020,39,0,193,0,11,39
13097,Glenn,11/17/2020,0,0,47,0,0,0
13098,Contra Costa,11/17/2020,67,8,1536,0,42,75
13099,Santa Cruz,11/17/2020,17,1,389,0,3,18
13100,Plumas,11/17/2020,0,0,35,0,0,0
13101,San Diego,11/18/2020,369,65,6942,9,247,434
13102,Santa Clara,11/18/2020,167,17,3059,0,53,184
13103,Del Norte,11/18/2020,0,0,51,0,4,0
13104,Tehama,11/18/2020,10,0,59,0,0,10
13105,Glenn,11/18/2020,0,0,47,0,0,0
13106,Riverside,11/18/2020,362,65,3484,6,40,427
13107,Alameda,11/18/2020,103,30,2501,4,94,133
13108,Monterey,11/18/2020,48,0,717,0,17,48
13109,San Bernardino,11/18/2020,439,57,4093,8,89,496
13110,Santa Cruz,11/18/2020,20,1,389,0,1,21
13111,San Luis Obispo,11/18/2020,12,0,460,0,22,12
13112,Trinity,11/18/2020,0,0,25,0,0,0
13113,Napa,11/18/2020,5,0,351,0,26,5
13114,Nevada,11/18/2020,8,0,134,0,2,8
13115,Imperial,11/18/2020,67,3,265,0,2,70
13116,San Joaquin,11/18/2020,83,5,1033,1,33,88
13117,Sonoma,11/18/2020,23,4,603,0,6,27
13118,Lassen,11/18/2020,1,0,25,0,0,1
13119,Plumas,11/18/2020,0,1,35,0,0,1
13120,Ventura,11/18/2020,50,7,1257,3,30,57
13121,Colusa,11/18/2020,4,0,48,0,0,4
13122,El Dorado,11/18/2020,8,1,189,0,7,9
13123,Placer,11/18/2020,81,27,804,1,25,108
13124,Stanislaus,11/18/2020,111,15,1295,1,22,126
13125,Modoc,11/18/2020,0,0,41,0,0,0
13126,Tulare,11/18/2020,57,6,679,1,23,63
13127,Marin,11/18/2020,7,2,368,0,14,9
13128,Tuolumne,11/18/2020,8,0,84,0,1,8
13129,San Mateo,11/18/2020,27,6,712,0,29,33
13130,Sacramento,11/18/2020,227,22,2595,5,65,249
13131,Mariposa,11/18/2020,0,0,19,0,0,0
13132,Los Angeles,11/18/2020,1298,330,20283,40,585,1628
13133,Calaveras,11/18/2020,1,0,33,0,4,1
13134,Merced,11/18/2020,22,0,271,0,11,22
13135,Mono,11/18/2020,1,0,17,0,2,1
13136,Madera,11/18/2020,12,9,329,0,17,21
13137,San Benito,11/18/2020,2,0,25,0,1,2
13138,Contra Costa,11/18/2020,67,16,1535,3,31,83
13139,Fresno,11/18/2020,170,19,1699,1,19,189
13140,Sutter,11/18/2020,0,0,14,0,0,0
13141,San Francisco,11/18/2020,39,8,1933,2,52,47
13142,Lake,11/18/2020,2,0,77,0,1,2
13143,Butte,11/18/2020,22,0,453,0,12,22
13144,Humboldt,11/18/2020,3,3,271,1,2,6
13145,Yolo,11/18/2020,12,0,96,0,2,12
13146,Solano,11/18/2020,53,12,588,2,15,65
13147,Orange,11/18/2020,304,55,5953,9,182,359
13148,Mendocino,11/18/2020,5,0,177,0,6,5
13149,Santa Barbara,11/18/2020,20,2,688,0,59,22
13150,Kern,11/18/2020,95,7,1315,0,41,102
13151,Yuba,11/18/2020,22,0,265,0,6,22
13152,Shasta,11/18/2020,29,0,561,0,2,29
13153,Kings,11/18/2020,40,0,193,0,11,40
13154,Inyo,11/18/2020,0,0,29,0,4,0
13155,Amador,11/18/2020,1,1,51,1,2,2
13156,Siskiyou,11/18/2020,6,0,56,0,7,6
13157,San Bernardino,11/19/2020,458,54,4100,5,91,512
13158,San Luis Obispo,11/19/2020,9,1,460,0,23,10
13159,Lake,11/19/2020,2,0,77,0,2,2
13160,Monterey,11/19/2020,48,0,717,0,21,48
13161,Siskiyou,11/19/2020,4,0,56,0,9,4
13162,Ventura,11/19/2020,54,1,1234,2,29,55
13163,Santa Cruz,11/19/2020,22,1,389,0,1,23
13164,Santa Barbara,11/19/2020,17,3,688,0,68,20
13165,Del Norte,11/19/2020,0,0,52,0,3,0
13166,Tulare,11/19/2020,51,8,679,1,18,59
13167,Placer,11/19/2020,86,23,808,1,25,109
13168,Kings,11/19/2020,45,0,193,0,11,45
13169,Santa Clara,11/19/2020,178,18,3064,0,51,196
13170,Nevada,11/19/2020,12,1,119,0,2,13
13171,Amador,11/19/2020,2,0,51,0,5,2
13172,San Benito,11/19/2020,1,0,25,0,1,1
13173,San Mateo,11/19/2020,25,7,729,1,28,32
13174,Mariposa,11/19/2020,0,0,19,0,0,0
13175,Trinity,11/19/2020,0,0,25,0,0,0
13176,Kern,11/19/2020,101,8,1310,0,46,109
13177,Orange,11/19/2020,333,41,5908,4,175,374
13178,Contra Costa,11/19/2020,68,12,1523,1,38,80
13179,Sonoma,11/19/2020,26,5,591,1,6,31
13180,Shasta,11/19/2020,38,1,561,0,1,39
13181,Butte,11/19/2020,24,1,453,0,14,25
13182,San Diego,11/19/2020,393,54,6939,12,238,447
13183,Los Angeles,11/19/2020,1391,304,20341,36,584,1695
13184,Colusa,11/19/2020,4,0,48,0,0,4
13185,Lassen,11/19/2020,1,0,25,0,0,1
13186,Napa,11/19/2020,7,0,351,0,28,7
13187,Modoc,11/19/2020,0,0,41,0,0,0
13188,Merced,11/19/2020,30,1,272,0,9,31
13189,Mendocino,11/19/2020,5,0,177,0,4,5
13190,Humboldt,11/19/2020,3,3,267,0,5,6
13191,Stanislaus,11/19/2020,112,7,1292,1,16,119
13192,Yuba,11/19/2020,22,0,265,0,6,22
13193,Tehama,11/19/2020,11,0,59,0,0,11
13194,El Dorado,11/19/2020,8,0,189,0,10,8
13195,Solano,11/19/2020,54,10,609,1,18,64
13196,Yolo,11/19/2020,13,0,96,0,0,13
13197,Plumas,11/19/2020,0,0,35,0,0,0
13198,San Francisco,11/19/2020,42,4,1942,4,53,46
13199,Tuolumne,11/19/2020,8,0,84,0,1,8
13200,Riverside,11/19/2020,375,65,3478,7,38,440
13201,Glenn,11/19/2020,0,0,47,0,0,0
13202,Madera,11/19/2020,12,9,329,0,12,21
13203,San Joaquin,11/19/2020,84,6,1036,2,22,90
13204,Alameda,11/19/2020,104,30,2506,5,88,134
13205,Sacramento,11/19/2020,231,28,2596,4,64,259
13206,Mono,11/19/2020,0,0,17,0,2,0
13207,Marin,11/19/2020,7,2,364,0,20,9
13208,Imperial,11/19/2020,61,5,265,0,0,66
13209,Inyo,11/19/2020,1,0,29,0,2,1
13210,Calaveras,11/19/2020,1,0,33,0,5,1
13211,Fresno,11/19/2020,171,29,1718,4,25,200
13212,Sutter,11/19/2020,0,0,14,0,0,0
13213,Inyo,11/20/2020,1,0,29,0,2,1
13214,Placer,11/20/2020,88,21,806,3,21,109
13215,Kern,11/20/2020,109,2,1301,0,42,111
13216,Tulare,11/20/2020,58,8,679,0,21,66
13217,San Diego,11/20/2020,411,51,6792,5,243,462
13218,Kings,11/20/2020,47,0,193,0,11,47
13219,Madera,11/20/2020,14,11,329,0,5,25
13220,Yolo,11/20/2020,14,0,96,0,1,14
13221,Trinity,11/20/2020,0,0,25,0,0,0
13222,Mono,11/20/2020,0,0,17,0,1,0
13223,San Joaquin,11/20/2020,97,8,1034,3,30,105
13224,Santa Cruz,11/20/2020,24,2,387,1,1,26
13225,Sonoma,11/20/2020,24,7,575,3,5,31
13226,Mariposa,11/20/2020,0,0,19,0,0,0
13227,Sacramento,11/20/2020,239,27,2572,6,77,266
13228,Colusa,11/20/2020,5,2,48,0,0,7
13229,Glenn,11/20/2020,0,0,47,0,0,0
13230,Imperial,11/20/2020,59,5,265,0,0,64
13231,Modoc,11/20/2020,0,0,41,0,0,0
13232,Yuba,11/20/2020,24,0,265,0,2,24
13233,Santa Barbara,11/20/2020,21,3,688,1,45,24
13234,Los Angeles,11/20/2020,1401,317,20307,45,614,1718
13235,Lassen,11/20/2020,1,0,25,0,0,1
13236,Marin,11/20/2020,6,2,354,1,20,8
13237,Lake,11/20/2020,2,0,77,0,1,2
13238,Riverside,11/20/2020,385,55,3439,6,51,440
13239,Fresno,11/20/2020,190,27,1698,2,20,217
13240,Contra Costa,11/20/2020,71,11,1548,0,37,82
13241,Ventura,11/20/2020,65,7,1237,3,13,72
13242,San Benito,11/20/2020,1,0,25,0,0,1
13243,Humboldt,11/20/2020,3,1,277,0,0,4
13244,San Luis Obispo,11/20/2020,10,2,460,0,25,12
13245,Solano,11/20/2020,57,8,585,0,13,65
13246,Merced,11/20/2020,29,0,272,0,5,29
13247,Calaveras,11/20/2020,0,0,33,0,3,0
13248,Santa Clara,11/20/2020,184,13,3054,1,56,197
13249,Plumas,11/20/2020,0,0,35,0,0,0
13250,Mendocino,11/20/2020,5,0,177,0,5,5
13251,El Dorado,11/20/2020,8,0,189,0,6,8
13252,Stanislaus,11/20/2020,127,16,1294,1,14,143
13253,Alameda,11/20/2020,97,31,2507,5,89,128
13254,Siskiyou,11/20/2020,5,0,56,0,9,5
13255,Del Norte,11/20/2020,0,0,51,0,2,0
13256,Napa,11/20/2020,6,0,351,0,28,6
13257,San Francisco,11/20/2020,49,4,1921,3,57,53
13258,Tuolumne,11/20/2020,8,0,84,0,2,8
13259,Sutter,11/20/2020,0,0,14,0,0,0
13260,Orange,11/20/2020,365,47,5955,8,190,412
13261,Nevada,11/20/2020,9,0,116,0,2,9
13262,San Bernardino,11/20/2020,509,52,4112,7,68,561
13263,Amador,11/20/2020,3,0,51,0,4,3
13264,Butte,11/20/2020,29,1,453,0,16,30
13265,Tehama,11/20/2020,11,0,59,0,1,11
13266,Monterey,11/20/2020,52,0,717,0,25,52
13267,San Mateo,11/20/2020,26,12,741,1,34,38
13268,Shasta,11/20/2020,40,3,561,0,4,43
13269,Orange,11/21/2020,380,39,5822,7,168,419
13270,Alameda,11/21/2020,108,24,2513,4,92,132
13271,San Bernardino,11/21/2020,495,64,4067,10,93,559
13272,Los Angeles,11/21/2020,1482,346,20246,48,647,1828
13273,San Diego,11/21/2020,439,46,6780,6,238,485
13274,Tehama,11/21/2020,12,0,59,0,1,12
13275,Imperial,11/21/2020,57,0,265,0,-1,57
13276,Monterey,11/21/2020,54,0,717,0,21,54
13277,Nevada,11/21/2020,9,0,115,0,2,9
13278,Modoc,11/21/2020,0,0,41,0,0,0
13279,Mariposa,11/21/2020,0,0,19,0,0,0
13280,Merced,11/21/2020,28,1,271,0,7,29
13281,Mono,11/21/2020,1,0,17,0,2,1
13282,Santa Barbara,11/21/2020,21,3,688,0,44,24
13283,Yuba,11/21/2020,21,0,265,0,5,21
13284,Riverside,11/21/2020,409,54,3387,7,47,463
13285,Kings,11/21/2020,45,1,193,0,8,46
13286,Solano,11/21/2020,60,7,581,0,11,67
13287,Santa Clara,11/21/2020,190,19,3047,1,48,209
13288,Yolo,11/21/2020,14,2,96,0,0,16
13289,Glenn,11/21/2020,0,0,47,0,0,0
13290,Del Norte,11/21/2020,0,0,51,0,2,0
13291,Siskiyou,11/21/2020,4,0,56,0,9,4
13292,Contra Costa,11/21/2020,70,11,1553,2,37,81
13293,Placer,11/21/2020,97,24,811,2,24,121
13294,Santa Cruz,11/21/2020,25,0,388,0,2,25
13295,Lassen,11/21/2020,2,0,25,0,0,2
13296,Amador,11/21/2020,2,0,51,0,3,2
13297,Trinity,11/21/2020,0,0,25,0,0,0
13298,Napa,11/21/2020,6,0,506,0,25,6
13299,Marin,11/21/2020,6,2,347,1,20,8
13300,San Benito,11/21/2020,1,0,25,0,1,1
13301,Mendocino,11/21/2020,3,0,177,0,5,3
13302,San Francisco,11/21/2020,52,5,1896,2,65,57
13303,Kern,11/21/2020,117,3,1312,0,43,120
13304,San Luis Obispo,11/21/2020,11,1,460,0,26,12
13305,Sutter,11/21/2020,0,0,14,0,0,0
13306,Fresno,11/21/2020,203,21,1690,3,18,224
13307,Inyo,11/21/2020,1,0,29,0,3,1
13308,San Joaquin,11/21/2020,107,8,1036,3,23,115
13309,Sacramento,11/21/2020,255,22,2563,4,83,277
13310,Madera,11/21/2020,18,6,329,0,6,24
13311,Lake,11/21/2020,1,0,77,0,2,1
13312,Colusa,11/21/2020,5,3,48,0,0,8
13313,El Dorado,11/21/2020,10,0,189,0,5,10
13314,Humboldt,11/21/2020,4,1,265,0,3,5
13315,Tuolumne,11/21/2020,9,0,84,0,0,9
13316,Tulare,11/21/2020,58,9,679,0,18,67
13317,Ventura,11/21/2020,62,6,1230,7,22,68
13318,Stanislaus,11/21/2020,129,6,1298,1,19,135
13319,Butte,11/21/2020,23,0,453,0,14,23
13320,Plumas,11/21/2020,0,0,35,0,0,0
13321,Calaveras,11/21/2020,0,0,33,0,3,0
13322,Shasta,11/21/2020,39,4,561,0,3,43
13323,Sonoma,11/21/2020,24,0,576,0,6,24
13324,San Mateo,11/21/2020,30,10,728,0,31,40
13325,Trinity,11/22/2020,0,0,25,0,0,0
13326,Yolo,11/22/2020,15,0,96,0,5,15
13327,Ventura,11/22/2020,63,10,1216,4,23,73
13328,San Luis Obispo,11/22/2020,16,1,460,1,26,17
13329,San Mateo,11/22/2020,32,10,719,0,35,42
13330,Butte,11/22/2020,25,0,453,0,14,25
13331,Merced,11/22/2020,19,0,271,0,6,19
13332,Glenn,11/22/2020,0,0,47,0,0,0
13333,Sacramento,11/22/2020,255,22,2549,6,82,277
13334,Santa Barbara,11/22/2020,23,2,688,0,49,25
13335,Madera,11/22/2020,20,10,329,1,4,30
13336,Colusa,11/22/2020,5,3,48,0,0,8
13337,Fresno,11/22/2020,232,15,1706,0,19,247
13338,San Francisco,11/22/2020,47,2,1852,2,67,49
13339,Sutter,11/22/2020,0,0,14,0,0,0
13340,Placer,11/22/2020,93,24,802,1,24,117
13341,Santa Cruz,11/22/2020,24,0,387,0,2,24
13342,Lake,11/22/2020,1,0,77,0,2,1
13343,San Benito,11/22/2020,2,0,25,0,1,2
13344,Shasta,11/22/2020,51,0,561,0,3,51
13345,San Bernardino,11/22/2020,527,53,4053,9,88,580
13346,Orange,11/22/2020,428,58,5817,7,156,486
13347,Sonoma,11/22/2020,25,6,563,1,6,31
13348,Plumas,11/22/2020,0,0,35,0,0,0
13349,Nevada,11/22/2020,10,0,123,0,5,10
13350,Inyo,11/22/2020,1,0,29,0,3,1
13351,Monterey,11/22/2020,58,1,717,1,20,59
13352,Napa,11/22/2020,5,0,506,0,28,5
13353,Humboldt,11/22/2020,4,2,271,1,2,6
13354,Siskiyou,11/22/2020,8,0,56,0,8,8
13355,San Joaquin,11/22/2020,110,6,1040,2,25,116
13356,Amador,11/22/2020,2,0,51,0,2,2
13357,Contra Costa,11/22/2020,79,11,1547,1,45,90
13358,Alameda,11/22/2020,115,35,2486,3,114,150
13359,Riverside,11/22/2020,409,65,3351,11,44,474
13360,Los Angeles,11/22/2020,1575,344,20163,59,654,1919
13361,Imperial,11/22/2020,51,0,265,0,2,51
13362,Kern,11/22/2020,120,6,1291,0,46,126
13363,Mendocino,11/22/2020,2,0,177,0,5,2
13364,Santa Clara,11/22/2020,197,21,3021,3,71,218
13365,Solano,11/22/2020,58,11,587,0,16,69
13366,Tulare,11/22/2020,50,7,679,0,22,57
13367,San Diego,11/22/2020,446,47,6801,8,237,493
13368,Tehama,11/22/2020,11,0,59,0,0,11
13369,Calaveras,11/22/2020,2,0,33,0,5,2
13370,Stanislaus,11/22/2020,138,20,1297,1,18,158
13371,Lassen,11/22/2020,1,0,25,0,0,1
13372,Mariposa,11/22/2020,0,0,19,0,0,0
13373,Kings,11/22/2020,47,0,193,0,11,47
13374,Mono,11/22/2020,1,0,17,0,2,1
13375,Yuba,11/22/2020,26,0,265,0,5,26
13376,Marin,11/22/2020,8,3,352,0,22,11
13377,Del Norte,11/22/2020,0,0,52,0,3,0
13378,Tuolumne,11/22/2020,12,0,84,0,1,12
13379,Modoc,11/22/2020,0,0,41,0,0,0
13380,El Dorado,11/22/2020,10,0,189,0,7,10
13381,San Diego,11/23/2020,470,56,6797,12,245,526
13382,Orange,11/23/2020,463,80,5814,10,183,543
13383,Siskiyou,11/23/2020,8,0,56,0,9,8
13384,Nevada,11/23/2020,8,2,142,0,3,10
13385,San Bernardino,11/23/2020,583,75,4082,11,80,658
13386,Tuolumne,11/23/2020,14,0,84,0,2,14
13387,Lassen,11/23/2020,4,0,25,0,0,4
13388,Stanislaus,11/23/2020,156,9,1298,0,17,165
13389,Imperial,11/23/2020,51,1,265,0,4,52
13390,Sacramento,11/23/2020,253,31,2542,7,90,284
13391,Monterey,11/23/2020,64,2,717,2,23,66
13392,Merced,11/23/2020,21,0,271,0,13,21
13393,Mendocino,11/23/2020,12,0,177,0,5,12
13394,San Benito,11/23/2020,3,0,25,0,1,3
13395,Alameda,11/23/2020,123,26,2479,2,104,149
13396,Kings,11/23/2020,43,2,193,0,11,45
13397,Del Norte,11/23/2020,1,0,52,0,2,1
13398,Yuba,11/23/2020,31,0,265,0,5,31
13399,Glenn,11/23/2020,0,0,47,0,0,0
13400,Humboldt,11/23/2020,4,5,271,1,2,9
13401,Ventura,11/23/2020,64,6,1226,2,26,70
13402,Mono,11/23/2020,1,0,17,0,2,1
13403,San Joaquin,11/23/2020,114,8,1036,3,30,122
13404,Riverside,11/23/2020,420,78,3347,10,52,498
13405,Tehama,11/23/2020,8,0,59,0,0,8
13406,Plumas,11/23/2020,0,0,35,0,0,0
13407,Santa Cruz,11/23/2020,27,0,385,0,1,27
13408,Modoc,11/23/2020,0,0,41,0,0,0
13409,Inyo,11/23/2020,1,0,29,0,3,1
13410,Fresno,11/23/2020,255,13,1715,0,20,268
13411,Santa Barbara,11/23/2020,24,3,688,1,52,27
13412,Los Angeles,11/23/2020,1682,296,20138,47,689,1978
13413,Shasta,11/23/2020,48,0,561,0,5,48
13414,Napa,11/23/2020,6,0,351,0,29,6
13415,San Mateo,11/23/2020,40,4,712,0,35,44
13416,San Luis Obispo,11/23/2020,13,3,460,0,28,16
13417,Sutter,11/23/2020,0,0,14,0,0,0
13418,Lake,11/23/2020,1,0,77,0,2,1
13419,Butte,11/23/2020,32,0,453,0,14,32
13420,Sonoma,11/23/2020,29,0,558,0,8,29
13421,Tulare,11/23/2020,56,12,679,1,24,68
13422,Contra Costa,11/23/2020,94,14,1564,1,50,108
13423,Yolo,11/23/2020,20,0,96,0,8,20
13424,Calaveras,11/23/2020,2,0,33,0,4,2
13425,Solano,11/23/2020,61,7,575,1,12,68
13426,Kern,11/23/2020,132,1,1282,0,43,133
13427,San Francisco,11/23/2020,52,1,1834,0,66,53
13428,Santa Clara,11/23/2020,201,24,3006,4,68,225
13429,Amador,11/23/2020,3,0,51,0,3,3
13430,Mariposa,11/23/2020,0,0,19,0,0,0
13431,Marin,11/23/2020,8,4,355,0,19,12
13432,El Dorado,11/23/2020,11,0,189,0,4,11
13433,Trinity,11/23/2020,0,0,25,0,0,0
13434,Placer,11/23/2020,101,18,792,1,26,119
13435,Colusa,11/23/2020,5,2,48,0,0,7
13436,Madera,11/23/2020,21,14,329,1,4,35
13437,Fresno,11/24/2020,259,29,1729,5,14,288
13438,Santa Cruz,11/24/2020,33,0,382,0,1,33
13439,Mariposa,11/24/2020,0,0,19,0,0,0
13440,Santa Clara,11/24/2020,217,20,3041,3,48,237
13441,El Dorado,11/24/2020,11,1,189,0,7,12
13442,San Benito,11/24/2020,3,0,25,0,1,3
13443,Kings,11/24/2020,42,1,193,0,10,43
13444,Mendocino,11/24/2020,12,0,177,0,4,12
13445,Del Norte,11/24/2020,0,0,51,0,1,0
13446,Siskiyou,11/24/2020,10,0,56,0,8,10
13447,Imperial,11/24/2020,59,1,265,0,4,60
13448,San Luis Obispo,11/24/2020,10,3,460,0,23,13
13449,Marin,11/24/2020,7,3,359,0,17,10
13450,Stanislaus,11/24/2020,162,7,1291,0,18,169
13451,Modoc,11/24/2020,1,0,41,0,0,1
13452,Solano,11/24/2020,63,11,588,2,12,74
13453,Riverside,11/24/2020,455,72,3441,14,61,527
13454,Sutter,11/24/2020,0,0,14,0,0,0
13455,Kern,11/24/2020,126,3,1293,0,39,129
13456,Alameda,11/24/2020,138,38,2505,5,98,176
13457,Sonoma,11/24/2020,30,6,607,0,4,36
13458,Tuolumne,11/24/2020,9,1,84,0,0,10
13459,Santa Barbara,11/24/2020,26,4,688,2,44,30
13460,Sacramento,11/24/2020,265,30,2551,5,87,295
13461,Lassen,11/24/2020,3,0,25,0,0,3
13462,Tehama,11/24/2020,10,0,59,0,0,10
13463,Inyo,11/24/2020,2,0,29,0,4,2
13464,Napa,11/24/2020,8,1,351,0,27,9
13465,Yolo,11/24/2020,16,0,96,0,11,16
13466,Shasta,11/24/2020,51,0,561,0,4,51
13467,Tulare,11/24/2020,72,15,679,1,24,87
13468,Placer,11/24/2020,110,15,795,2,23,125
13469,Humboldt,11/24/2020,3,5,267,1,1,8
13470,San Mateo,11/24/2020,45,6,720,2,31,51
13471,Lake,11/24/2020,2,0,77,0,2,2
13472,Colusa,11/24/2020,3,0,48,0,0,3
13473,Orange,11/24/2020,479,47,6034,5,201,526
13474,Merced,11/24/2020,21,0,271,0,11,21
13475,San Francisco,11/24/2020,62,1,1873,0,55,63
13476,San Bernardino,11/24/2020,606,67,4093,13,65,673
13477,Monterey,11/24/2020,64,2,717,2,17,66
13478,Plumas,11/24/2020,0,0,35,0,0,0
13479,San Joaquin,11/24/2020,109,13,1040,4,24,122
13480,San Diego,11/24/2020,510,44,6807,6,219,554
13481,Contra Costa,11/24/2020,86,6,1541,0,50,92
13482,Ventura,11/24/2020,77,8,1235,2,21,85
13483,Butte,11/24/2020,33,0,453,0,11,33
13484,Glenn,11/24/2020,0,0,47,0,0,0
13485,Amador,11/24/2020,4,0,51,0,3,4
13486,Trinity,11/24/2020,0,0,25,0,0,0
13487,Mono,11/24/2020,0,0,17,0,2,0
13488,Los Angeles,11/24/2020,1809,388,20182,44,636,2197
13489,Calaveras,11/24/2020,1,0,33,0,5,1
13490,Nevada,11/24/2020,12,1,133,0,4,13
13491,Yuba,11/24/2020,30,0,265,0,3,30
13492,Madera,11/24/2020,22,12,329,0,3,34
13493,Alameda,11/25/2020,143,50,2536,6,97,193
13494,Stanislaus,11/25/2020,171,15,1297,0,17,186
13495,Riverside,11/25/2020,490,65,3449,13,57,555
13496,Butte,11/25/2020,28,0,453,0,15,28
13497,Modoc,11/25/2020,0,0,41,0,0,0
13498,Trinity,11/25/2020,0,0,25,0,0,0
13499,Los Angeles,11/25/2020,1893,301,20201,36,611,2194
13500,San Bernardino,11/25/2020,628,66,4088,10,72,694
13501,Shasta,11/25/2020,54,0,561,0,2,54
13502,Sonoma,11/25/2020,28,3,582,0,7,31
13503,San Benito,11/25/2020,3,0,25,0,1,3
13504,Lassen,11/25/2020,4,0,25,0,0,4
13505,Mendocino,11/25/2020,10,0,177,0,4,10
13506,Merced,11/25/2020,17,0,271,0,9,17
13507,Solano,11/25/2020,65,13,581,2,16,78
13508,Kings,11/25/2020,44,1,193,0,11,45
13509,Kern,11/25/2020,136,3,1293,0,46,139
13510,Sutter,11/25/2020,0,0,14,0,0,0
13511,Tehama,11/25/2020,9,0,59,0,0,9
13512,Contra Costa,11/25/2020,92,8,1541,0,49,100
13513,Sacramento,11/25/2020,279,20,2510,5,88,299
13514,Tulare,11/25/2020,73,9,679,0,24,82
13515,Orange,11/25/2020,499,38,5909,3,164,537
13516,Santa Clara,11/25/2020,229,24,3043,4,47,253
13517,Imperial,11/25/2020,59,1,265,0,4,60
13518,El Dorado,11/25/2020,9,2,190,0,4,11
13519,Del Norte,11/25/2020,0,0,51,0,4,0
13520,Lake,11/25/2020,2,0,77,0,3,2
13521,Placer,11/25/2020,106,18,798,4,25,124
13522,Calaveras,11/25/2020,1,0,33,0,4,1
13523,Glenn,11/25/2020,0,0,47,0,0,0
13524,Mariposa,11/25/2020,1,0,19,0,0,1
13525,Marin,11/25/2020,7,5,362,0,18,12
13526,Santa Cruz,11/25/2020,32,0,382,0,1,32
13527,Tuolumne,11/25/2020,11,0,84,0,1,11
13528,Nevada,11/25/2020,13,1,138,1,4,14
13529,Inyo,11/25/2020,1,0,29,0,4,1
13530,Santa Barbara,11/25/2020,32,1,688,0,44,33
13531,Plumas,11/25/2020,1,0,35,0,0,1
13532,Monterey,11/25/2020,67,3,717,2,18,70
13533,Ventura,11/25/2020,84,3,1240,1,29,87
13534,Yuba,11/25/2020,30,0,265,0,3,30
13535,Mono,11/25/2020,0,0,17,0,2,0
13536,Yolo,11/25/2020,14,0,97,0,7,14
13537,Colusa,11/25/2020,4,0,48,0,0,4
13538,Siskiyou,11/25/2020,12,0,56,0,8,12
13539,San Mateo,11/25/2020,46,6,727,1,27,52
13540,Amador,11/25/2020,3,0,51,0,3,3
13541,San Joaquin,11/25/2020,110,10,1038,2,25,120
13542,Napa,11/25/2020,10,0,351,0,28,10
13543,Humboldt,11/25/2020,1,3,280,0,2,4
13544,Madera,11/25/2020,22,13,329,0,12,35
13545,Fresno,11/25/2020,258,17,1717,2,20,275
13546,San Francisco,11/25/2020,64,6,1864,2,50,70
13547,San Diego,11/25/2020,545,42,6801,11,218,587
13548,San Luis Obispo,11/25/2020,9,1,460,0,22,10
13549,Orange,11/26/2020,506,36,5930,1,164,542
13550,San Diego,11/26/2020,563,41,6811,8,220,604
13551,Yuba,11/26/2020,25,0,265,0,2,25
13552,San Luis Obispo,11/26/2020,9,1,460,0,23,10
13553,Kern,11/26/2020,143,4,1285,1,48,147
13554,Ventura,11/26/2020,81,11,1229,10,31,92
13555,Humboldt,11/26/2020,2,1,275,0,2,3
13556,Tulare,11/26/2020,79,6,679,1,27,85
13557,Fresno,11/26/2020,265,15,1669,2,14,280
13558,Butte,11/26/2020,32,1,451,0,15,33
13559,San Mateo,11/26/2020,47,5,708,1,28,52
13560,El Dorado,11/26/2020,11,2,190,0,9,13
13561,Sonoma,11/26/2020,30,2,565,0,9,32
13562,Imperial,11/26/2020,62,0,265,0,7,62
13563,Modoc,11/26/2020,0,0,41,0,0,0
13564,San Benito,11/26/2020,3,0,25,0,0,3
13565,Shasta,11/26/2020,60,0,561,0,3,60
13566,Calaveras,11/26/2020,1,0,33,0,4,1
13567,Amador,11/26/2020,4,0,51,0,2,4
13568,San Bernardino,11/26/2020,656,48,4074,8,69,704
13569,San Joaquin,11/26/2020,107,14,1039,5,24,121
13570,Santa Barbara,11/26/2020,31,0,688,0,43,31
13571,Lassen,11/26/2020,3,0,25,0,0,3
13572,Santa Clara,11/26/2020,230,23,3034,2,46,253
13573,Santa Cruz,11/26/2020,32,0,382,0,3,32
13574,Riverside,11/26/2020,498,77,3381,15,58,575
13575,Sutter,11/26/2020,0,0,14,0,0,0
13576,Colusa,11/26/2020,4,0,48,0,0,4
13577,Lake,11/26/2020,3,0,77,0,3,3
13578,Mendocino,11/26/2020,12,1,177,0,0,13
13579,Trinity,11/26/2020,0,0,25,0,0,0
13580,Merced,11/26/2020,23,0,271,0,11,23
13581,Kings,11/26/2020,50,0,193,0,12,50
13582,Los Angeles,11/26/2020,1951,301,20202,52,589,2252
13583,Inyo,11/26/2020,1,0,29,0,4,1
13584,Tuolumne,11/26/2020,11,0,84,0,0,11
13585,Glenn,11/26/2020,0,0,47,0,0,0
13586,Siskiyou,11/26/2020,13,0,56,0,7,13
13587,San Francisco,11/26/2020,70,4,1836,0,56,74
13588,Contra Costa,11/26/2020,90,9,1530,4,51,99
13589,Yolo,11/26/2020,13,0,97,0,7,13
13590,Plumas,11/26/2020,1,0,35,0,0,1
13591,Monterey,11/26/2020,71,2,717,1,21,73
13592,Sacramento,11/26/2020,263,22,2547,3,73,285
13593,Tehama,11/26/2020,11,0,59,0,2,11
