county,administered_date,total_doses,california_flag
Santa Cruz,12/20/2020,94,California
Siskiyou,12/20/2020,1,California
Solano,12/20/2020,353,California
Sonoma,12/20/2020,175,California
Stanislaus,12/20/2020,84,California
Sutter,12/20/2020,42,California
Tulare,12/20/2020,167,California
Tuolumne,12/20/2020,1,California
Ventura,12/20/2020,430,California
Yolo,12/20/2020,100,California
Yuba,12/20/2020,20,California
Alameda,12/19/2020,1456,California
Alpine,12/19/2020,2,California
Amador,12/19/2020,17,California
Butte,12/19/2020,7,California
Calaveras,12/19/2020,3,California
Contra Costa,12/19/2020,1101,California
El Dorado,12/19/2020,116,California
Fresno,12/19/2020,158,California
Glenn,12/19/2020,1,California
Humboldt,12/19/2020,10,California
Inyo,12/19/2020,85,California
Kern,12/19/2020,100,California
Kings,12/19/2020,11,California
Lake,12/19/2020,3,California
Lassen,12/19/2020,5,California
Los Angeles,12/19/2020,7210,California
Madera,12/19/2020,6,California
Marin,12/19/2020,347,California
Mendocino,12/19/2020,3,California
Merced,12/19/2020,38,California
Mono,12/19/2020,5,California
Monterey,12/19/2020,579,California
Napa,12/19/2020,141,California
Nevada,12/19/2020,55,California
Orange,12/19/2020,2152,California
Outside California,12/19/2020,1170,Not in California
Placer,12/19/2020,248,California
Plumas,12/19/2020,1,California
Riverside,12/19/2020,1018,California
Sacramento,12/19/2020,615,California
San Benito,12/19/2020,48,California
San Bernardino,12/19/2020,1064,California
San Diego,12/19/2020,2299,California
San Francisco,12/19/2020,599,California
San Joaquin,12/19/2020,184,California
San Luis Obispo,12/19/2020,164,California
San Mateo,12/19/2020,520,California
Santa Barbara,12/19/2020,325,California
Santa Clara,12/19/2020,2100,California
Santa Cruz,12/19/2020,176,California
Shasta,12/19/2020,1,California
Siskiyou,12/19/2020,3,California
Solano,12/19/2020,511,California
Sonoma,12/19/2020,108,California
Stanislaus,12/19/2020,136,California
Sutter,12/19/2020,44,California
Tulare,12/19/2020,327,California
Tuolumne,12/19/2020,5,California
Ventura,12/19/2020,912,California
Yolo,12/19/2020,85,California
Yuba,12/19/2020,12,California
Alameda,12/18/2020,1779,California
Alpine,12/18/2020,2,California
Amador,12/18/2020,44,California
Butte,12/18/2020,50,California
Calaveras,12/18/2020,38,California
Colusa,12/18/2020,1,California
Contra Costa,12/18/2020,1588,California
El Dorado,12/18/2020,233,California
Fresno,12/18/2020,342,California
Humboldt,12/18/2020,171,California
Imperial,12/18/2020,11,California
Inyo,12/18/2020,1,California
Kern,12/18/2020,318,California
Kings,12/18/2020,11,California
Lake,12/18/2020,50,California
Lassen,12/18/2020,1,California
Los Angeles,12/18/2020,14462,California
Madera,12/18/2020,60,California
Marin,12/18/2020,371,California
Mariposa,12/18/2020,5,California
Mendocino,12/18/2020,86,California
Merced,12/18/2020,145,California
Mono,12/18/2020,1,California
Monterey,12/18/2020,481,California
Napa,12/18/2020,103,California
Nevada,12/18/2020,51,California
Orange,12/18/2020,4912,California
Outside California,12/18/2020,2651,Not in California
Placer,12/18/2020,331,California
Plumas,12/18/2020,4,California
Riverside,12/18/2020,1718,California
Sacramento,12/18/2020,969,California
San Benito,12/18/2020,33,California
San Bernardino,12/18/2020,3138,California
San Diego,12/18/2020,3666,California
San Francisco,12/18/2020,882,California
San Joaquin,12/18/2020,511,California
San Luis Obispo,12/18/2020,223,California
San Mateo,12/18/2020,760,California
Santa Barbara,12/18/2020,377,California
Santa Clara,12/18/2020,1691,California
Santa Cruz,12/18/2020,465,California
Shasta,12/18/2020,168,California
Sierra,12/18/2020,1,California
Siskiyou,12/18/2020,3,California
Solano,12/18/2020,449,California
Sonoma,12/18/2020,419,California
Stanislaus,12/18/2020,338,California
Sutter,12/18/2020,20,California
Tehama,12/18/2020,2,California
Trinity,12/18/2020,2,California
Tulare,12/18/2020,292,California
Tuolumne,12/18/2020,98,California
Unknown,12/18/2020,52,Not in California
Ventura,12/18/2020,1407,California
Yolo,12/18/2020,207,California
Yuba,12/18/2020,8,California
Alameda,12/17/2020,440,California
Amador,12/17/2020,5,California
Butte,12/17/2020,20,California
Calaveras,12/17/2020,3,California
Contra Costa,12/17/2020,901,California
El Dorado,12/17/2020,31,California
Fresno,12/17/2020,119,California
Glenn,12/17/2020,1,California
Humboldt,12/17/2020,114,California
Imperial,12/17/2020,4,California
Kern,12/17/2020,164,California
Kings,12/17/2020,8,California
Lake,12/17/2020,3,California
Lassen,12/17/2020,6,California
Los Angeles,12/17/2020,10232,California
Madera,12/17/2020,12,California
Marin,12/17/2020,259,California
Mariposa,12/17/2020,2,California
Mendocino,12/17/2020,71,California
Merced,12/17/2020,6,California
Monterey,12/17/2020,80,California
Napa,12/17/2020,44,California
Nevada,12/17/2020,6,California
Orange,12/17/2020,3683,California
Outside California,12/17/2020,1628,Not in California
Placer,12/17/2020,139,California
Riverside,12/17/2020,803,California
Sacramento,12/17/2020,647,California
San Benito,12/17/2020,9,California
San Bernardino,12/17/2020,2337,California
San Diego,12/17/2020,2354,California
San Francisco,12/17/2020,397,California
San Joaquin,12/17/2020,309,California
San Luis Obispo,12/17/2020,196,California
San Mateo,12/17/2020,177,California
Santa Barbara,12/17/2020,51,California
Santa Clara,12/17/2020,450,California
Santa Cruz,12/17/2020,390,California
Shasta,12/17/2020,418,California
Siskiyou,12/17/2020,4,California
Solano,12/17/2020,151,California
Sonoma,12/17/2020,102,California
Stanislaus,12/17/2020,73,California
Sutter,12/17/2020,2,California
Tehama,12/17/2020,12,California
Trinity,12/17/2020,4,California
Tulare,12/17/2020,109,California
Tuolumne,12/17/2020,16,California
Unknown,12/17/2020,37,Not in California
Ventura,12/17/2020,248,California
Yolo,12/17/2020,101,California
Yuba,12/17/2020,4,California
Alameda,12/16/2020,201,California
Amador,12/16/2020,2,California
Butte,12/16/2020,3,California
Calaveras,12/16/2020,5,California
Contra Costa,12/16/2020,522,California
El Dorado,12/16/2020,40,California
Fresno,12/16/2020,120,California
Humboldt,12/16/2020,15,California
Imperial,12/16/2020,1,California
Kern,12/16/2020,18,California
Kings,12/16/2020,1,California
Lassen,12/16/2020,8,California
Los Angeles,12/16/2020,3356,California
Madera,12/16/2020,22,California
Marin,12/16/2020,107,California
Merced,12/16/2020,3,California
Modoc,12/16/2020,1,California
Monterey,12/16/2020,4,California
Napa,12/16/2020,12,California
Nevada,12/16/2020,3,California
Orange,12/16/2020,364,California
Outside California,12/16/2020,275,Not in California
Placer,12/16/2020,52,California
Riverside,12/16/2020,64,California
Sacramento,12/16/2020,643,California
San Benito,12/16/2020,2,California
San Bernardino,12/16/2020,108,California
San Diego,12/16/2020,1105,California
San Francisco,12/16/2020,229,California
San Joaquin,12/16/2020,300,California
San Luis Obispo,12/16/2020,4,California
San Mateo,12/16/2020,103,California
Santa Barbara,12/16/2020,2,California
Santa Clara,12/16/2020,128,California
Santa Cruz,12/16/2020,57,California
Shasta,12/16/2020,131,California
Siskiyou,12/16/2020,2,California
Solano,12/16/2020,71,California
Sonoma,12/16/2020,29,California
Stanislaus,12/16/2020,38,California
Sutter,12/16/2020,4,California
Tehama,12/16/2020,2,California
Tulare,12/16/2020,3,California
Tuolumne,12/16/2020,43,California
Ventura,12/16/2020,70,California
Yolo,12/16/2020,78,California
Yuba,12/16/2020,4,California
Alameda,12/15/2020,35,California
Contra Costa,12/15/2020,18,California
El Dorado,12/15/2020,12,California
Fresno,12/15/2020,1,California
Humboldt,12/15/2020,2,California
Kern,12/15/2020,1,California
Los Angeles,12/15/2020,391,California
Marin,12/15/2020,2,California
Orange,12/15/2020,15,California
Outside California,12/15/2020,7,Not in California
Placer,12/15/2020,29,California
Riverside,12/15/2020,4,California
Sacramento,12/15/2020,312,California
San Bernardino,12/15/2020,12,California
San Diego,12/15/2020,125,California
San Francisco,12/15/2020,8,California
San Joaquin,12/15/2020,12,California
San Mateo,12/15/2020,25,California
Santa Barbara,12/15/2020,2,California
Santa Clara,12/15/2020,63,California
Santa Cruz,12/15/2020,2,California
Solano,12/15/2020,4,California
Sonoma,12/15/2020,4,California
Stanislaus,12/15/2020,2,California
Sutter,12/15/2020,1,California
Tehama,12/15/2020,1,California
Ventura,12/15/2020,5,California
Yolo,12/15/2020,39,California
