,county,date,population
14239,Mono,2020-07-26,13961
14240,Monterey,2020-07-26,448732
14241,Napa,2020-07-26,139652
14242,Nevada,2020-07-26,98710
14243,Orange,2020-07-26,3228519
14245,Placer,2020-07-26,400434
14246,Plumas,2020-07-26,18997
14247,Riverside,2020-07-26,2468145
14248,Sacramento,2020-07-26,1567975
14249,San Benito,2020-07-26,64022
14250,San Bernardino,2020-07-26,2217398
14251,San Diego,2020-07-26,3370418
14252,San Francisco,2020-07-26,892280
14253,San Joaquin,2020-07-26,782545
14254,San Luis Obispo,2020-07-26,278862
14255,San Mateo,2020-07-26,778001
14256,Santa Barbara,2020-07-26,456373
14257,Santa Clara,2020-07-26,1967585
14258,Santa Cruz,2020-07-26,273999
14259,Shasta,2020-07-26,177925
14260,Sierra,2020-07-26,3115
14261,Siskiyou,2020-07-26,43956
14262,Solano,2020-07-26,444255
14263,Sonoma,2020-07-26,496668
14264,Stanislaus,2020-07-26,562303
14265,Sutter,2020-07-26,105747
14266,Tehama,2020-07-26,65885
14267,Trinity,2020-07-26,13354
14268,Tulare,2020-07-26,484423
14269,Tuolumne,2020-07-26,52351
14271,Ventura,2020-07-26,852747
14272,Yolo,2020-07-26,223612
14273,Yuba,2020-07-26,79290
14274,Alameda,2020-07-25,1685886
14275,Alpine,2020-07-25,1117
14276,Amador,2020-07-25,38531
14277,Butte,2020-07-25,217769
14278,Calaveras,2020-07-25,44289
14279,California,2020-07-25,40129160
14280,Colusa,2020-07-25,22593
14281,Contra Costa,2020-07-25,1160099
14282,Del Norte,2020-07-25,27558
14283,El Dorado,2020-07-25,193098
14284,Fresno,2020-07-25,1032227
14285,Glenn,2020-07-25,29348
14286,Humboldt,2020-07-25,134098
14287,Imperial,2020-07-25,191649
14288,Inyo,2020-07-25,18453
14289,Kern,2020-07-25,927251
14290,Kings,2020-07-25,156444
14291,Lake,2020-07-25,64871
14292,Lassen,2020-07-25,30065
14293,Los Angeles,2020-07-25,10257557
14294,Madera,2020-07-25,160089
14295,Marin,2020-07-25,260800
14296,Mariposa,2020-07-25,17795
14297,Mendocino,2020-07-25,88439
14298,Merced,2020-07-25,287420
14299,Modoc,2020-07-25,9475
14300,Mono,2020-07-25,13961
14301,Monterey,2020-07-25,448732
14302,Napa,2020-07-25,139652
14303,Nevada,2020-07-25,98710
14304,Orange,2020-07-25,3228519
14306,Placer,2020-07-25,400434
14307,Plumas,2020-07-25,18997
14308,Riverside,2020-07-25,2468145
14309,Sacramento,2020-07-25,1567975
14310,San Benito,2020-07-25,64022
14311,San Bernardino,2020-07-25,2217398
14312,San Diego,2020-07-25,3370418
14313,San Francisco,2020-07-25,892280
14314,San Joaquin,2020-07-25,782545
14315,San Luis Obispo,2020-07-25,278862
14316,San Mateo,2020-07-25,778001
14317,Santa Barbara,2020-07-25,456373
14318,Santa Clara,2020-07-25,1967585
14319,Santa Cruz,2020-07-25,273999
14320,Shasta,2020-07-25,177925
14321,Sierra,2020-07-25,3115
14322,Siskiyou,2020-07-25,43956
14323,Solano,2020-07-25,444255
14324,Sonoma,2020-07-25,496668
14325,Stanislaus,2020-07-25,562303
14326,Sutter,2020-07-25,105747
14327,Tehama,2020-07-25,65885
14328,Trinity,2020-07-25,13354
14329,Tulare,2020-07-25,484423
14330,Tuolumne,2020-07-25,52351
14332,Ventura,2020-07-25,852747
14333,Yolo,2020-07-25,223612
14334,Yuba,2020-07-25,79290
14335,Alameda,2020-07-24,1685886
14336,Alpine,2020-07-24,1117
14337,Amador,2020-07-24,38531
14338,Butte,2020-07-24,217769
14339,Calaveras,2020-07-24,44289
14340,California,2020-07-24,40129160
14341,Colusa,2020-07-24,22593
14342,Contra Costa,2020-07-24,1160099
14343,Del Norte,2020-07-24,27558
14344,El Dorado,2020-07-24,193098
14345,Fresno,2020-07-24,1032227
14346,Glenn,2020-07-24,29348
14347,Humboldt,2020-07-24,134098
14348,Imperial,2020-07-24,191649
14349,Inyo,2020-07-24,18453
14350,Kern,2020-07-24,927251
14351,Kings,2020-07-24,156444
14352,Lake,2020-07-24,64871
14353,Lassen,2020-07-24,30065
14354,Los Angeles,2020-07-24,10257557
14355,Madera,2020-07-24,160089
14356,Marin,2020-07-24,260800
14357,Mariposa,2020-07-24,17795
14358,Mendocino,2020-07-24,88439
14359,Merced,2020-07-24,287420
14360,Modoc,2020-07-24,9475
14361,Mono,2020-07-24,13961
14362,Monterey,2020-07-24,448732
14363,Napa,2020-07-24,139652
14364,Nevada,2020-07-24,98710
14365,Orange,2020-07-24,3228519
14367,Placer,2020-07-24,400434
14368,Plumas,2020-07-24,18997
14369,Riverside,2020-07-24,2468145
14370,Sacramento,2020-07-24,1567975
14371,San Benito,2020-07-24,64022
14372,San Bernardino,2020-07-24,2217398
14373,San Diego,2020-07-24,3370418
14374,San Francisco,2020-07-24,892280
14375,San Joaquin,2020-07-24,782545
14376,San Luis Obispo,2020-07-24,278862
14377,San Mateo,2020-07-24,778001
14378,Santa Barbara,2020-07-24,456373
14379,Santa Clara,2020-07-24,1967585
14380,Santa Cruz,2020-07-24,273999
14381,Shasta,2020-07-24,177925
14382,Sierra,2020-07-24,3115
14383,Siskiyou,2020-07-24,43956
14384,Solano,2020-07-24,444255
14385,Sonoma,2020-07-24,496668
14386,Stanislaus,2020-07-24,562303
14387,Sutter,2020-07-24,105747
14388,Tehama,2020-07-24,65885
14389,Trinity,2020-07-24,13354
14390,Tulare,2020-07-24,484423
14391,Tuolumne,2020-07-24,52351
14393,Ventura,2020-07-24,852747
14394,Yolo,2020-07-24,223612
14395,Yuba,2020-07-24,79290
14396,Alameda,2020-07-23,1685886
14397,Alpine,2020-07-23,1117
14398,Amador,2020-07-23,38531
14399,Butte,2020-07-23,217769
14400,Calaveras,2020-07-23,44289
14401,California,2020-07-23,40129160
14402,Colusa,2020-07-23,22593
14403,Contra Costa,2020-07-23,1160099
14404,Del Norte,2020-07-23,27558
14405,El Dorado,2020-07-23,193098
14406,Fresno,2020-07-23,1032227
14407,Glenn,2020-07-23,29348
14408,Humboldt,2020-07-23,134098
14409,Imperial,2020-07-23,191649
14410,Inyo,2020-07-23,18453
14411,Kern,2020-07-23,927251
14412,Kings,2020-07-23,156444
14413,Lake,2020-07-23,64871
14414,Lassen,2020-07-23,30065
14415,Los Angeles,2020-07-23,10257557
14416,Madera,2020-07-23,160089
14417,Marin,2020-07-23,260800
14418,Mariposa,2020-07-23,17795
14419,Mendocino,2020-07-23,88439
14420,Merced,2020-07-23,287420
14421,Modoc,2020-07-23,9475
14422,Mono,2020-07-23,13961
14423,Monterey,2020-07-23,448732
14424,Napa,2020-07-23,139652
14425,Nevada,2020-07-23,98710
14426,Orange,2020-07-23,3228519
14428,Placer,2020-07-23,400434
14429,Plumas,2020-07-23,18997
14430,Riverside,2020-07-23,2468145
14431,Sacramento,2020-07-23,1567975
14432,San Benito,2020-07-23,64022
14433,San Bernardino,2020-07-23,2217398
14434,San Diego,2020-07-23,3370418
14435,San Francisco,2020-07-23,892280
14436,San Joaquin,2020-07-23,782545
14437,San Luis Obispo,2020-07-23,278862
14438,San Mateo,2020-07-23,778001
14439,Santa Barbara,2020-07-23,456373
14440,Santa Clara,2020-07-23,1967585
14441,Santa Cruz,2020-07-23,273999
14442,Shasta,2020-07-23,177925
14443,Sierra,2020-07-23,3115
14444,Siskiyou,2020-07-23,43956
14445,Solano,2020-07-23,444255
14446,Sonoma,2020-07-23,496668
14447,Stanislaus,2020-07-23,562303
14448,Sutter,2020-07-23,105747
14449,Tehama,2020-07-23,65885
14450,Trinity,2020-07-23,13354
14451,Tulare,2020-07-23,484423
14452,Tuolumne,2020-07-23,52351
14454,Ventura,2020-07-23,852747
14455,Yolo,2020-07-23,223612
14456,Yuba,2020-07-23,79290
14457,Alameda,2020-07-22,1685886
14458,Alpine,2020-07-22,1117
14459,Amador,2020-07-22,38531
14460,Butte,2020-07-22,217769
14461,Calaveras,2020-07-22,44289
14462,California,2020-07-22,40129160
14463,Colusa,2020-07-22,22593
14464,Contra Costa,2020-07-22,1160099
14465,Del Norte,2020-07-22,27558
14466,El Dorado,2020-07-22,193098
14467,Fresno,2020-07-22,1032227
14468,Glenn,2020-07-22,29348
14469,Humboldt,2020-07-22,134098
14470,Imperial,2020-07-22,191649
14471,Inyo,2020-07-22,18453
14472,Kern,2020-07-22,927251
14473,Kings,2020-07-22,156444
14474,Lake,2020-07-22,64871
14475,Lassen,2020-07-22,30065
14476,Los Angeles,2020-07-22,10257557
14477,Madera,2020-07-22,160089
14478,Marin,2020-07-22,260800
14479,Mariposa,2020-07-22,17795
14480,Mendocino,2020-07-22,88439
14481,Merced,2020-07-22,287420
14482,Modoc,2020-07-22,9475
14483,Mono,2020-07-22,13961
14484,Monterey,2020-07-22,448732
14485,Napa,2020-07-22,139652
14486,Nevada,2020-07-22,98710
14487,Orange,2020-07-22,3228519
14489,Placer,2020-07-22,400434
14490,Plumas,2020-07-22,18997
14491,Riverside,2020-07-22,2468145
14492,Sacramento,2020-07-22,1567975
14493,San Benito,2020-07-22,64022
14494,San Bernardino,2020-07-22,2217398
14495,San Diego,2020-07-22,3370418
14496,San Francisco,2020-07-22,892280
14497,San Joaquin,2020-07-22,782545
14498,San Luis Obispo,2020-07-22,278862
14499,San Mateo,2020-07-22,778001
14500,Santa Barbara,2020-07-22,456373
14501,Santa Clara,2020-07-22,1967585
14502,Santa Cruz,2020-07-22,273999
14503,Shasta,2020-07-22,177925
14504,Sierra,2020-07-22,3115
14505,Siskiyou,2020-07-22,43956
14506,Solano,2020-07-22,444255
14507,Sonoma,2020-07-22,496668
14508,Stanislaus,2020-07-22,562303
14509,Sutter,2020-07-22,105747
14510,Tehama,2020-07-22,65885
14511,Trinity,2020-07-22,13354
14512,Tulare,2020-07-22,484423
14513,Tuolumne,2020-07-22,52351
14515,Ventura,2020-07-22,852747
14516,Yolo,2020-07-22,223612
14517,Yuba,2020-07-22,79290
14518,Alameda,2020-07-21,1685886
14519,Alpine,2020-07-21,1117
14520,Amador,2020-07-21,38531
14521,Butte,2020-07-21,217769
14522,Calaveras,2020-07-21,44289
14523,California,2020-07-21,40129160
14524,Colusa,2020-07-21,22593
14525,Contra Costa,2020-07-21,1160099
14526,Del Norte,2020-07-21,27558
14527,El Dorado,2020-07-21,193098
14528,Fresno,2020-07-21,1032227
14529,Glenn,2020-07-21,29348
14530,Humboldt,2020-07-21,134098
14531,Imperial,2020-07-21,191649
14532,Inyo,2020-07-21,18453
14533,Kern,2020-07-21,927251
14534,Kings,2020-07-21,156444
14535,Lake,2020-07-21,64871
14536,Lassen,2020-07-21,30065
14537,Los Angeles,2020-07-21,10257557
14538,Madera,2020-07-21,160089
14539,Marin,2020-07-21,260800
14540,Mariposa,2020-07-21,17795
14541,Mendocino,2020-07-21,88439
14542,Merced,2020-07-21,287420
14543,Modoc,2020-07-21,9475
14544,Mono,2020-07-21,13961
14545,Monterey,2020-07-21,448732
14546,Napa,2020-07-21,139652
14547,Nevada,2020-07-21,98710
14548,Orange,2020-07-21,3228519
14550,Placer,2020-07-21,400434
14551,Plumas,2020-07-21,18997
14552,Riverside,2020-07-21,2468145
14553,Sacramento,2020-07-21,1567975
14554,San Benito,2020-07-21,64022
14555,San Bernardino,2020-07-21,2217398
14556,San Diego,2020-07-21,3370418
14557,San Francisco,2020-07-21,892280
14558,San Joaquin,2020-07-21,782545
14559,San Luis Obispo,2020-07-21,278862
14560,San Mateo,2020-07-21,778001
14561,Santa Barbara,2020-07-21,456373
14562,Santa Clara,2020-07-21,1967585
14563,Santa Cruz,2020-07-21,273999
14564,Shasta,2020-07-21,177925
14565,Sierra,2020-07-21,3115
14566,Siskiyou,2020-07-21,43956
14567,Solano,2020-07-21,444255
14568,Sonoma,2020-07-21,496668
14569,Stanislaus,2020-07-21,562303
14570,Sutter,2020-07-21,105747
14571,Tehama,2020-07-21,65885
14572,Trinity,2020-07-21,13354
14573,Tulare,2020-07-21,484423
14574,Tuolumne,2020-07-21,52351
14576,Ventura,2020-07-21,852747
14577,Yolo,2020-07-21,223612
14578,Yuba,2020-07-21,79290
14579,Alameda,2020-07-20,1685886
14580,Alpine,2020-07-20,1117
14581,Amador,2020-07-20,38531
14582,Butte,2020-07-20,217769
14583,Calaveras,2020-07-20,44289
14584,California,2020-07-20,40129160
14585,Colusa,2020-07-20,22593
14586,Contra Costa,2020-07-20,1160099
14587,Del Norte,2020-07-20,27558
14588,El Dorado,2020-07-20,193098
14589,Fresno,2020-07-20,1032227
14590,Glenn,2020-07-20,29348
14591,Humboldt,2020-07-20,134098
14592,Imperial,2020-07-20,191649
14593,Inyo,2020-07-20,18453
14594,Kern,2020-07-20,927251
14595,Kings,2020-07-20,156444
14596,Lake,2020-07-20,64871
14597,Lassen,2020-07-20,30065
14598,Los Angeles,2020-07-20,10257557
14599,Madera,2020-07-20,160089
14600,Marin,2020-07-20,260800
14601,Mariposa,2020-07-20,17795
14602,Mendocino,2020-07-20,88439
14603,Merced,2020-07-20,287420
14604,Modoc,2020-07-20,9475
14605,Mono,2020-07-20,13961
14606,Monterey,2020-07-20,448732
14607,Napa,2020-07-20,139652
14608,Nevada,2020-07-20,98710
14609,Orange,2020-07-20,3228519
14611,Placer,2020-07-20,400434
14612,Plumas,2020-07-20,18997
14613,Riverside,2020-07-20,2468145
14614,Sacramento,2020-07-20,1567975
14615,San Benito,2020-07-20,64022
14616,San Bernardino,2020-07-20,2217398
14617,San Diego,2020-07-20,3370418
14618,San Francisco,2020-07-20,892280
14619,San Joaquin,2020-07-20,782545
14620,San Luis Obispo,2020-07-20,278862
14621,San Mateo,2020-07-20,778001
14622,Santa Barbara,2020-07-20,456373
14623,Santa Clara,2020-07-20,1967585
14624,Santa Cruz,2020-07-20,273999
14625,Shasta,2020-07-20,177925
14626,Sierra,2020-07-20,3115
14627,Siskiyou,2020-07-20,43956
14628,Solano,2020-07-20,444255
14629,Sonoma,2020-07-20,496668
14630,Stanislaus,2020-07-20,562303
14631,Sutter,2020-07-20,105747
14632,Tehama,2020-07-20,65885
14633,Trinity,2020-07-20,13354
14634,Tulare,2020-07-20,484423
14635,Tuolumne,2020-07-20,52351
14637,Ventura,2020-07-20,852747
14638,Yolo,2020-07-20,223612
14639,Yuba,2020-07-20,79290
14640,Alameda,2020-07-19,1685886
14641,Alpine,2020-07-19,1117
14642,Amador,2020-07-19,38531
14643,Butte,2020-07-19,217769
14644,Calaveras,2020-07-19,44289
14645,California,2020-07-19,40129160
14646,Colusa,2020-07-19,22593
14647,Contra Costa,2020-07-19,1160099
14648,Del Norte,2020-07-19,27558
14649,El Dorado,2020-07-19,193098
14650,Fresno,2020-07-19,1032227
14651,Glenn,2020-07-19,29348
14652,Humboldt,2020-07-19,134098
14653,Imperial,2020-07-19,191649
14654,Inyo,2020-07-19,18453
14655,Kern,2020-07-19,927251
14656,Kings,2020-07-19,156444
14657,Lake,2020-07-19,64871
14658,Lassen,2020-07-19,30065
14659,Los Angeles,2020-07-19,10257557
14660,Madera,2020-07-19,160089
14661,Marin,2020-07-19,260800
14662,Mariposa,2020-07-19,17795
14663,Mendocino,2020-07-19,88439
14664,Merced,2020-07-19,287420
14665,Modoc,2020-07-19,9475
14666,Mono,2020-07-19,13961
14667,Monterey,2020-07-19,448732
14668,Napa,2020-07-19,139652
14669,Nevada,2020-07-19,98710
14670,Orange,2020-07-19,3228519
14672,Placer,2020-07-19,400434
14673,Plumas,2020-07-19,18997
14674,Riverside,2020-07-19,2468145
14675,Sacramento,2020-07-19,1567975
14676,San Benito,2020-07-19,64022
14677,San Bernardino,2020-07-19,2217398
14678,San Diego,2020-07-19,3370418
14679,San Francisco,2020-07-19,892280
14680,San Joaquin,2020-07-19,782545
14681,San Luis Obispo,2020-07-19,278862
14682,San Mateo,2020-07-19,778001
14683,Santa Barbara,2020-07-19,456373
14684,Santa Clara,2020-07-19,1967585
14685,Santa Cruz,2020-07-19,273999
14686,Shasta,2020-07-19,177925
14687,Sierra,2020-07-19,3115
14688,Siskiyou,2020-07-19,43956
14689,Solano,2020-07-19,444255
14690,Sonoma,2020-07-19,496668
14691,Stanislaus,2020-07-19,562303
14692,Sutter,2020-07-19,105747
14693,Tehama,2020-07-19,65885
14694,Trinity,2020-07-19,13354
14695,Tulare,2020-07-19,484423
14696,Tuolumne,2020-07-19,52351
14698,Ventura,2020-07-19,852747
14699,Yolo,2020-07-19,223612
14700,Yuba,2020-07-19,79290
14701,Alameda,2020-07-18,1685886
14702,Alpine,2020-07-18,1117
14703,Amador,2020-07-18,38531
14704,Butte,2020-07-18,217769
14705,Calaveras,2020-07-18,44289
14706,California,2020-07-18,40129160
14707,Colusa,2020-07-18,22593
14708,Contra Costa,2020-07-18,1160099
14709,Del Norte,2020-07-18,27558
14710,El Dorado,2020-07-18,193098
14711,Fresno,2020-07-18,1032227
14712,Glenn,2020-07-18,29348
14713,Humboldt,2020-07-18,134098
14714,Imperial,2020-07-18,191649
14715,Inyo,2020-07-18,18453
14716,Kern,2020-07-18,927251
14717,Kings,2020-07-18,156444
14718,Lake,2020-07-18,64871
14719,Lassen,2020-07-18,30065
14720,Los Angeles,2020-07-18,10257557
14721,Madera,2020-07-18,160089
14722,Marin,2020-07-18,260800
14723,Mariposa,2020-07-18,17795
14724,Mendocino,2020-07-18,88439
14725,Merced,2020-07-18,287420
14726,Modoc,2020-07-18,9475
14727,Mono,2020-07-18,13961
14728,Monterey,2020-07-18,448732
14729,Napa,2020-07-18,139652
14730,Nevada,2020-07-18,98710
14731,Orange,2020-07-18,3228519
14733,Placer,2020-07-18,400434
14734,Plumas,2020-07-18,18997
14735,Riverside,2020-07-18,2468145
14736,Sacramento,2020-07-18,1567975
14737,San Benito,2020-07-18,64022
14738,San Bernardino,2020-07-18,2217398
14739,San Diego,2020-07-18,3370418
14740,San Francisco,2020-07-18,892280
14741,San Joaquin,2020-07-18,782545
14742,San Luis Obispo,2020-07-18,278862
14743,San Mateo,2020-07-18,778001
14744,Santa Barbara,2020-07-18,456373
14745,Santa Clara,2020-07-18,1967585
14746,Santa Cruz,2020-07-18,273999
14747,Shasta,2020-07-18,177925
14748,Sierra,2020-07-18,3115
14749,Siskiyou,2020-07-18,43956
14750,Solano,2020-07-18,444255
14751,Sonoma,2020-07-18,496668
14752,Stanislaus,2020-07-18,562303
14753,Sutter,2020-07-18,105747
14754,Tehama,2020-07-18,65885
14755,Trinity,2020-07-18,13354
14756,Tulare,2020-07-18,484423
14757,Tuolumne,2020-07-18,52351
14759,Ventura,2020-07-18,852747
14760,Yolo,2020-07-18,223612
14761,Yuba,2020-07-18,79290
14762,Alameda,2020-07-17,1685886
14763,Alpine,2020-07-17,1117
14764,Amador,2020-07-17,38531
14765,Butte,2020-07-17,217769
14766,Calaveras,2020-07-17,44289
14767,California,2020-07-17,40129160
14768,Colusa,2020-07-17,22593
14769,Contra Costa,2020-07-17,1160099
14770,Del Norte,2020-07-17,27558
14771,El Dorado,2020-07-17,193098
14772,Fresno,2020-07-17,1032227
14773,Glenn,2020-07-17,29348
14774,Humboldt,2020-07-17,134098
14775,Imperial,2020-07-17,191649
14776,Inyo,2020-07-17,18453
14777,Kern,2020-07-17,927251
14778,Kings,2020-07-17,156444
14779,Lake,2020-07-17,64871
14780,Lassen,2020-07-17,30065
14781,Los Angeles,2020-07-17,10257557
14782,Madera,2020-07-17,160089
14783,Marin,2020-07-17,260800
14784,Mariposa,2020-07-17,17795
14785,Mendocino,2020-07-17,88439
14786,Merced,2020-07-17,287420
14787,Modoc,2020-07-17,9475
14788,Mono,2020-07-17,13961
14789,Monterey,2020-07-17,448732
14790,Napa,2020-07-17,139652
14791,Nevada,2020-07-17,98710
14792,Orange,2020-07-17,3228519
14794,Placer,2020-07-17,400434
14795,Plumas,2020-07-17,18997
14796,Riverside,2020-07-17,2468145
14797,Sacramento,2020-07-17,1567975
14798,San Benito,2020-07-17,64022
14799,San Bernardino,2020-07-17,2217398
14800,San Diego,2020-07-17,3370418
14801,San Francisco,2020-07-17,892280
14802,San Joaquin,2020-07-17,782545
14803,San Luis Obispo,2020-07-17,278862
14804,San Mateo,2020-07-17,778001
14805,Santa Barbara,2020-07-17,456373
14806,Santa Clara,2020-07-17,1967585
14807,Santa Cruz,2020-07-17,273999
14808,Shasta,2020-07-17,177925
14809,Sierra,2020-07-17,3115
14810,Siskiyou,2020-07-17,43956
14811,Solano,2020-07-17,444255
14812,Sonoma,2020-07-17,496668
14813,Stanislaus,2020-07-17,562303
14814,Sutter,2020-07-17,105747
14815,Tehama,2020-07-17,65885
14816,Trinity,2020-07-17,13354
14817,Tulare,2020-07-17,484423
14818,Tuolumne,2020-07-17,52351
14820,Ventura,2020-07-17,852747
14821,Yolo,2020-07-17,223612
14822,Yuba,2020-07-17,79290
14823,Alameda,2020-07-16,1685886
14824,Alpine,2020-07-16,1117
14825,Amador,2020-07-16,38531
14826,Butte,2020-07-16,217769
14827,Calaveras,2020-07-16,44289
14828,California,2020-07-16,40129160
14829,Colusa,2020-07-16,22593
14830,Contra Costa,2020-07-16,1160099
14831,Del Norte,2020-07-16,27558
14832,El Dorado,2020-07-16,193098
14833,Fresno,2020-07-16,1032227
14834,Glenn,2020-07-16,29348
14835,Humboldt,2020-07-16,134098
14836,Imperial,2020-07-16,191649
14837,Inyo,2020-07-16,18453
14838,Kern,2020-07-16,927251
14839,Kings,2020-07-16,156444
14840,Lake,2020-07-16,64871
14841,Lassen,2020-07-16,30065
14842,Los Angeles,2020-07-16,10257557
14843,Madera,2020-07-16,160089
14844,Marin,2020-07-16,260800
14845,Mariposa,2020-07-16,17795
14846,Mendocino,2020-07-16,88439
14847,Merced,2020-07-16,287420
14848,Modoc,2020-07-16,9475
14849,Mono,2020-07-16,13961
14850,Monterey,2020-07-16,448732
14851,Napa,2020-07-16,139652
14852,Nevada,2020-07-16,98710
14853,Orange,2020-07-16,3228519
14855,Placer,2020-07-16,400434
14856,Plumas,2020-07-16,18997
