,county,date,total_doses
4770,Mariposa,2020-12-23,11
4771,Mendocino,2020-12-23,271
4772,Merced,2020-12-23,250
4773,Modoc,2020-12-23,4
4774,Mono,2020-12-23,70
4775,Monterey,2020-12-23,433
4776,Napa,2020-12-23,397
4777,Nevada,2020-12-23,234
4778,Orange,2020-12-23,3496
4779,Outside California,2020-12-23,1616
4780,Placer,2020-12-23,739
4781,Plumas,2020-12-23,50
4782,Riverside,2020-12-23,2114
4783,Sacramento,2020-12-23,2236
4784,San Benito,2020-12-23,48
4785,San Bernardino,2020-12-23,2643
4786,San Diego,2020-12-23,3186
4787,San Francisco,2020-12-23,1305
4788,San Joaquin,2020-12-23,943
4789,San Luis Obispo,2020-12-23,682
4790,San Mateo,2020-12-23,1532
4791,Santa Barbara,2020-12-23,320
4792,Santa Clara,2020-12-23,3195
4793,Santa Cruz,2020-12-23,370
4794,Shasta,2020-12-23,174
4795,Sierra,2020-12-23,4
4796,Siskiyou,2020-12-23,142
4797,Solano,2020-12-23,847
4798,Sonoma,2020-12-23,1601
4799,Stanislaus,2020-12-23,449
4800,Sutter,2020-12-23,114
4801,Tehama,2020-12-23,48
4802,Trinity,2020-12-23,5
4803,Tulare,2020-12-23,328
4804,Tuolumne,2020-12-23,184
4805,Ventura,2020-12-23,1024
4806,Yolo,2020-12-23,431
4807,Yuba,2020-12-23,64
4808,Alameda,2020-12-22,2070
4809,Amador,2020-12-22,36
4810,Butte,2020-12-22,618
4811,Calaveras,2020-12-22,81
4812,Colusa,2020-12-22,10
4813,Contra Costa,2020-12-22,1664
4814,Del Norte,2020-12-22,46
4815,El Dorado,2020-12-22,238
4816,Fresno,2020-12-22,903
4817,Glenn,2020-12-22,59
4818,Humboldt,2020-12-22,286
4819,Imperial,2020-12-22,241
4820,Inyo,2020-12-22,104
4821,Kern,2020-12-22,530
4822,Kings,2020-12-22,142
4823,Lake,2020-12-22,63
4824,Lassen,2020-12-22,23
4825,Los Angeles,2020-12-22,11471
4826,Madera,2020-12-22,95
4827,Marin,2020-12-22,515
4828,Mariposa,2020-12-22,2
4829,Mendocino,2020-12-22,248
4830,Merced,2020-12-22,155
4831,Modoc,2020-12-22,14
4832,Mono,2020-12-22,67
4833,Monterey,2020-12-22,534
4834,Napa,2020-12-22,278
4835,Nevada,2020-12-22,91
4836,Orange,2020-12-22,3916
4837,Outside California,2020-12-22,2189
4838,Placer,2020-12-22,676
4839,Plumas,2020-12-22,92
4840,Riverside,2020-12-22,2242
4841,Sacramento,2020-12-22,2092
4842,San Benito,2020-12-22,59
4843,San Bernardino,2020-12-22,2268
4844,San Diego,2020-12-22,4052
4845,San Francisco,2020-12-22,1398
4846,San Joaquin,2020-12-22,949
4847,San Luis Obispo,2020-12-22,307
4848,San Mateo,2020-12-22,1481
4849,Santa Barbara,2020-12-22,243
4850,Santa Clara,2020-12-22,3055
4851,Santa Cruz,2020-12-22,422
4852,Shasta,2020-12-22,191
4853,Sierra,2020-12-22,12
4854,Siskiyou,2020-12-22,159
4855,Solano,2020-12-22,662
4856,Sonoma,2020-12-22,1363
4857,Stanislaus,2020-12-22,800
4858,Sutter,2020-12-22,174
4859,Tehama,2020-12-22,68
4860,Trinity,2020-12-22,5
4861,Tulare,2020-12-22,469
4862,Tuolumne,2020-12-22,165
4863,Unknown,2020-12-22,2
4864,Ventura,2020-12-22,1102
4865,Yolo,2020-12-22,385
4866,Yuba,2020-12-22,86
4867,Alameda,2020-12-21,1834
4868,Alpine,2020-12-21,2
4869,Amador,2020-12-21,33
4870,Butte,2020-12-21,633
4871,Calaveras,2020-12-21,55
4872,Colusa,2020-12-21,2
4873,Contra Costa,2020-12-21,1655
4874,Del Norte,2020-12-21,23
4875,El Dorado,2020-12-21,304
4876,Fresno,2020-12-21,925
4877,Glenn,2020-12-21,11
4878,Humboldt,2020-12-21,165
4879,Imperial,2020-12-21,186
4880,Inyo,2020-12-21,88
4881,Kern,2020-12-21,671
4882,Kings,2020-12-21,153
4883,Lake,2020-12-21,50
4884,Lassen,2020-12-21,11
4885,Los Angeles,2020-12-21,13637
4886,Madera,2020-12-21,62
4887,Marin,2020-12-21,238
4888,Mariposa,2020-12-21,3
4889,Mendocino,2020-12-21,245
4890,Merced,2020-12-21,129
4891,Modoc,2020-12-21,100
4892,Mono,2020-12-21,23
4893,Monterey,2020-12-21,719
4894,Napa,2020-12-21,234
4895,Nevada,2020-12-21,69
4896,Orange,2020-12-21,4146
4897,Outside California,2020-12-21,2349
4898,Placer,2020-12-21,494
4899,Plumas,2020-12-21,45
4900,Riverside,2020-12-21,2269
4901,Sacramento,2020-12-21,1670
4902,San Benito,2020-12-21,46
4903,San Bernardino,2020-12-21,2449
4904,San Diego,2020-12-21,3511
4905,San Francisco,2020-12-21,1156
4906,San Joaquin,2020-12-21,517
4907,San Luis Obispo,2020-12-21,551
4908,San Mateo,2020-12-21,1136
4909,Santa Barbara,2020-12-21,650
4910,Santa Clara,2020-12-21,2617
4911,Santa Cruz,2020-12-21,427
4912,Shasta,2020-12-21,78
4913,Sierra,2020-12-21,2
4914,Siskiyou,2020-12-21,132
4915,Solano,2020-12-21,568
4916,Sonoma,2020-12-21,909
4917,Stanislaus,2020-12-21,983
4918,Sutter,2020-12-21,101
4919,Tehama,2020-12-21,33
4920,Trinity,2020-12-21,37
4921,Tulare,2020-12-21,423
4922,Tuolumne,2020-12-21,112
4923,Unknown,2020-12-21,41
4924,Ventura,2020-12-21,1465
4925,Yolo,2020-12-21,252
4926,Yuba,2020-12-21,40
4927,Alameda,2020-12-20,1169
4928,Amador,2020-12-20,4
4929,Butte,2020-12-20,10
4930,Calaveras,2020-12-20,2
4931,Contra Costa,2020-12-20,577
4932,El Dorado,2020-12-20,83
4933,Fresno,2020-12-20,254
4934,Glenn,2020-12-20,1
4935,Humboldt,2020-12-20,28
4936,Imperial,2020-12-20,2
4937,Inyo,2020-12-20,59
4938,Kern,2020-12-20,59
4939,Kings,2020-12-20,13
4940,Lake,2020-12-20,6
4941,Lassen,2020-12-20,2
4942,Los Angeles,2020-12-20,4582
4943,Madera,2020-12-20,14
4944,Marin,2020-12-20,163
4945,Mariposa,2020-12-20,2
4946,Mendocino,2020-12-20,7
4947,Merced,2020-12-20,18
4948,Mono,2020-12-20,6
4949,Monterey,2020-12-20,422
4950,Napa,2020-12-20,137
4951,Nevada,2020-12-20,12
4952,Orange,2020-12-20,1930
4953,Outside California,2020-12-20,744
4954,Placer,2020-12-20,231
4955,Riverside,2020-12-20,1076
4956,Sacramento,2020-12-20,631
4957,San Benito,2020-12-20,22
4958,San Bernardino,2020-12-20,1170
4959,San Diego,2020-12-20,1178
4960,San Francisco,2020-12-20,480
4961,San Joaquin,2020-12-20,111
4962,San Luis Obispo,2020-12-20,215
4963,San Mateo,2020-12-20,494
4964,Santa Barbara,2020-12-20,234
4965,Santa Clara,2020-12-20,1855
4966,Santa Cruz,2020-12-20,94
4967,Siskiyou,2020-12-20,1
4968,Solano,2020-12-20,353
4969,Sonoma,2020-12-20,175
4970,Stanislaus,2020-12-20,84
4971,Sutter,2020-12-20,42
4972,Tulare,2020-12-20,167
4973,Tuolumne,2020-12-20,1
4974,Ventura,2020-12-20,430
4975,Yolo,2020-12-20,100
4976,Yuba,2020-12-20,20
4977,Alameda,2020-12-19,1456
4978,Alpine,2020-12-19,2
4979,Amador,2020-12-19,17
4980,Butte,2020-12-19,7
4981,Calaveras,2020-12-19,3
4982,Contra Costa,2020-12-19,1101
4983,El Dorado,2020-12-19,116
4984,Fresno,2020-12-19,158
4985,Glenn,2020-12-19,1
4986,Humboldt,2020-12-19,10
4987,Inyo,2020-12-19,85
4988,Kern,2020-12-19,100
4989,Kings,2020-12-19,11
4990,Lake,2020-12-19,3
4991,Lassen,2020-12-19,5
4992,Los Angeles,2020-12-19,7210
4993,Madera,2020-12-19,6
4994,Marin,2020-12-19,347
4995,Mendocino,2020-12-19,3
4996,Merced,2020-12-19,38
4997,Mono,2020-12-19,5
4998,Monterey,2020-12-19,579
4999,Napa,2020-12-19,141
5000,Nevada,2020-12-19,55
5001,Orange,2020-12-19,2152
5002,Outside California,2020-12-19,1170
5003,Placer,2020-12-19,248
5004,Plumas,2020-12-19,1
5005,Riverside,2020-12-19,1018
5006,Sacramento,2020-12-19,615
5007,San Benito,2020-12-19,48
5008,San Bernardino,2020-12-19,1064
5009,San Diego,2020-12-19,2299
5010,San Francisco,2020-12-19,599
5011,San Joaquin,2020-12-19,184
5012,San Luis Obispo,2020-12-19,164
5013,San Mateo,2020-12-19,520
5014,Santa Barbara,2020-12-19,325
5015,Santa Clara,2020-12-19,2100
5016,Santa Cruz,2020-12-19,176
5017,Shasta,2020-12-19,1
5018,Siskiyou,2020-12-19,3
5019,Solano,2020-12-19,511
5020,Sonoma,2020-12-19,108
5021,Stanislaus,2020-12-19,136
5022,Sutter,2020-12-19,44
5023,Tulare,2020-12-19,327
5024,Tuolumne,2020-12-19,5
5025,Ventura,2020-12-19,912
5026,Yolo,2020-12-19,85
5027,Yuba,2020-12-19,12
5028,Alameda,2020-12-18,1779
5029,Alpine,2020-12-18,2
5030,Amador,2020-12-18,44
5031,Butte,2020-12-18,50
5032,Calaveras,2020-12-18,38
5033,Colusa,2020-12-18,1
5034,Contra Costa,2020-12-18,1588
5035,El Dorado,2020-12-18,233
5036,Fresno,2020-12-18,342
5037,Humboldt,2020-12-18,171
5038,Imperial,2020-12-18,11
5039,Inyo,2020-12-18,1
5040,Kern,2020-12-18,318
5041,Kings,2020-12-18,11
5042,Lake,2020-12-18,50
5043,Lassen,2020-12-18,1
5044,Los Angeles,2020-12-18,14462
5045,Madera,2020-12-18,60
5046,Marin,2020-12-18,371
5047,Mariposa,2020-12-18,5
5048,Mendocino,2020-12-18,86
5049,Merced,2020-12-18,145
5050,Mono,2020-12-18,1
5051,Monterey,2020-12-18,481
5052,Napa,2020-12-18,103
5053,Nevada,2020-12-18,51
5054,Orange,2020-12-18,4912
5055,Outside California,2020-12-18,2651
5056,Placer,2020-12-18,331
5057,Plumas,2020-12-18,4
5058,Riverside,2020-12-18,1718
5059,Sacramento,2020-12-18,969
5060,San Benito,2020-12-18,33
5061,San Bernardino,2020-12-18,3138
5062,San Diego,2020-12-18,3666
5063,San Francisco,2020-12-18,882
5064,San Joaquin,2020-12-18,511
5065,San Luis Obispo,2020-12-18,223
5066,San Mateo,2020-12-18,760
5067,Santa Barbara,2020-12-18,377
5068,Santa Clara,2020-12-18,1691
5069,Santa Cruz,2020-12-18,465
5070,Shasta,2020-12-18,168
5071,Sierra,2020-12-18,1
5072,Siskiyou,2020-12-18,3
5073,Solano,2020-12-18,449
5074,Sonoma,2020-12-18,419
5075,Stanislaus,2020-12-18,338
5076,Sutter,2020-12-18,20
5077,Tehama,2020-12-18,2
5078,Trinity,2020-12-18,2
5079,Tulare,2020-12-18,292
5080,Tuolumne,2020-12-18,98
5081,Unknown,2020-12-18,52
5082,Ventura,2020-12-18,1407
5083,Yolo,2020-12-18,207
5084,Yuba,2020-12-18,8
5085,Alameda,2020-12-17,440
5086,Amador,2020-12-17,5
5087,Butte,2020-12-17,20
5088,Calaveras,2020-12-17,3
5089,Contra Costa,2020-12-17,901
5090,El Dorado,2020-12-17,31
5091,Fresno,2020-12-17,119
5092,Glenn,2020-12-17,1
5093,Humboldt,2020-12-17,114
5094,Imperial,2020-12-17,4
5095,Kern,2020-12-17,164
5096,Kings,2020-12-17,8
5097,Lake,2020-12-17,3
5098,Lassen,2020-12-17,6
5099,Los Angeles,2020-12-17,10232
5100,Madera,2020-12-17,12
5101,Marin,2020-12-17,259
5102,Mariposa,2020-12-17,2
5103,Mendocino,2020-12-17,71
5104,Merced,2020-12-17,6
5105,Monterey,2020-12-17,80
5106,Napa,2020-12-17,44
5107,Nevada,2020-12-17,6
5108,Orange,2020-12-17,3683
5109,Outside California,2020-12-17,1628
5110,Placer,2020-12-17,139
5111,Riverside,2020-12-17,803
5112,Sacramento,2020-12-17,647
5113,San Benito,2020-12-17,9
5114,San Bernardino,2020-12-17,2337
5115,San Diego,2020-12-17,2354
5116,San Francisco,2020-12-17,397
5117,San Joaquin,2020-12-17,309
5118,San Luis Obispo,2020-12-17,196
5119,San Mateo,2020-12-17,177
5120,Santa Barbara,2020-12-17,51
5121,Santa Clara,2020-12-17,450
5122,Santa Cruz,2020-12-17,390
5123,Shasta,2020-12-17,418
5124,Siskiyou,2020-12-17,4
5125,Solano,2020-12-17,151
5126,Sonoma,2020-12-17,102
5127,Stanislaus,2020-12-17,73
5128,Sutter,2020-12-17,2
5129,Tehama,2020-12-17,12
5130,Trinity,2020-12-17,4
5131,Tulare,2020-12-17,109
5132,Tuolumne,2020-12-17,16
5133,Unknown,2020-12-17,37
5134,Ventura,2020-12-17,248
5135,Yolo,2020-12-17,101
5136,Yuba,2020-12-17,4
5137,Alameda,2020-12-16,201
5138,Amador,2020-12-16,2
5139,Butte,2020-12-16,3
5140,Calaveras,2020-12-16,5
5141,Contra Costa,2020-12-16,522
5142,El Dorado,2020-12-16,40
5143,Fresno,2020-12-16,120
5144,Humboldt,2020-12-16,15
5145,Imperial,2020-12-16,1
5146,Kern,2020-12-16,18
5147,Kings,2020-12-16,1
5148,Lassen,2020-12-16,8
5149,Los Angeles,2020-12-16,3356
5150,Madera,2020-12-16,22
5151,Marin,2020-12-16,107
5152,Merced,2020-12-16,3
5153,Modoc,2020-12-16,1
5154,Monterey,2020-12-16,4
5155,Napa,2020-12-16,12
5156,Nevada,2020-12-16,3
5157,Orange,2020-12-16,364
5158,Outside California,2020-12-16,275
5159,Placer,2020-12-16,52
5160,Riverside,2020-12-16,64
5161,Sacramento,2020-12-16,643
5162,San Benito,2020-12-16,2
5163,San Bernardino,2020-12-16,108
5164,San Diego,2020-12-16,1105
5165,San Francisco,2020-12-16,229
5166,San Joaquin,2020-12-16,300
5167,San Luis Obispo,2020-12-16,4
5168,San Mateo,2020-12-16,103
5169,Santa Barbara,2020-12-16,2
5170,Santa Clara,2020-12-16,128
5171,Santa Cruz,2020-12-16,57
5172,Shasta,2020-12-16,131
5173,Siskiyou,2020-12-16,2
5174,Solano,2020-12-16,71
5175,Sonoma,2020-12-16,29
5176,Stanislaus,2020-12-16,38
5177,Sutter,2020-12-16,4
5178,Tehama,2020-12-16,2
5179,Tulare,2020-12-16,3
5180,Tuolumne,2020-12-16,43
5181,Ventura,2020-12-16,70
5182,Yolo,2020-12-16,78
5183,Yuba,2020-12-16,4
5184,Alameda,2020-12-15,35
5185,Contra Costa,2020-12-15,18
5186,El Dorado,2020-12-15,12
5187,Fresno,2020-12-15,1
5188,Humboldt,2020-12-15,2
5189,Kern,2020-12-15,1
5190,Los Angeles,2020-12-15,391
5191,Marin,2020-12-15,2
5192,Orange,2020-12-15,15
5193,Outside California,2020-12-15,7
5194,Placer,2020-12-15,29
5195,Riverside,2020-12-15,4
5196,Sacramento,2020-12-15,312
5197,San Bernardino,2020-12-15,12
5198,San Diego,2020-12-15,125
5199,San Francisco,2020-12-15,8
5200,San Joaquin,2020-12-15,12
5201,San Mateo,2020-12-15,25
5202,Santa Barbara,2020-12-15,2
5203,Santa Clara,2020-12-15,63
5204,Santa Cruz,2020-12-15,2
5205,Solano,2020-12-15,4
5206,Sonoma,2020-12-15,4
5207,Stanislaus,2020-12-15,2
5208,Sutter,2020-12-15,1
5209,Tehama,2020-12-15,1
5210,Ventura,2020-12-15,5
5211,Yolo,2020-12-15,39
